Key,Date,From,To,Teams Involved,Player Trade,Rights/Pick Trade
2014-10-27_76ers_Knicks=Arnett Moultrie+Isaac Bonga,2014-10-27,Isaac Bonga,Arnett Moultrie,"['76ers', 'Knicks']",True,True
2014-10-27_76ers_Knicks=Isaac Bonga+Justin Jackson (Nicholas),2014-10-27,Isaac Bonga,Justin Jackson (Nicholas),"['76ers', 'Knicks']",False,True
2014-10-27_76ers_Knicks=Arnett Moultrie+Nic Claxton,2014-10-27,Nic Claxton,Arnett Moultrie,"['76ers', 'Knicks']",True,True
2014-10-27_76ers_Knicks=Justin Jackson (Nicholas)+Nic Claxton,2014-10-27,Nic Claxton,Justin Jackson (Nicholas),"['76ers', 'Knicks']",False,True
2014-12-11_76ers_Nets=Andrei Kirilenko+Brandon Davies,2014-12-11,Andrei Kirilenko,Brandon Davies,"['76ers', 'Nets']",True,False
2014-12-11_76ers_Nets=Andrei Kirilenko+Arnoldas Kulboka,2014-12-11,Andrei Kirilenko,Arnoldas Kulboka,"['76ers', 'Nets']",True,True
2014-12-11_76ers_Nets=Brandon Davies+Jorge Gutierrez,2014-12-11,Jorge Gutierrez,Brandon Davies,"['76ers', 'Nets']",True,False
2014-12-11_76ers_Nets=Arnoldas Kulboka+Jorge Gutierrez,2014-12-11,Jorge Gutierrez,Arnoldas Kulboka,"['76ers', 'Nets']",True,True
2014-12-11_76ers_Nets=Brandon Davies+Khyri Thomas,2014-12-11,Khyri Thomas,Brandon Davies,"['76ers', 'Nets']",True,True
2014-12-11_76ers_Nets=Arnoldas Kulboka+Khyri Thomas,2014-12-11,Khyri Thomas,Arnoldas Kulboka,"['76ers', 'Nets']",False,True
2014-12-11_76ers_Nets=Brandon Davies+Yam Madar,2014-12-11,Yam Madar,Brandon Davies,"['76ers', 'Nets']",True,True
2014-12-11_76ers_Nets=Arnoldas Kulboka+Yam Madar,2014-12-11,Yam Madar,Arnoldas Kulboka,"['76ers', 'Nets']",False,True
2014-12-18_Celtics_Mavericks=Brandan Wright+Rajon Rondo,2014-12-18,Brandan Wright,Rajon Rondo,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Brandan Wright+Dwight Powell,2014-12-18,Brandan Wright,Dwight Powell,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Jae Crowder+Rajon Rondo,2014-12-18,Jae Crowder,Rajon Rondo,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Dwight Powell+Jae Crowder,2014-12-18,Jae Crowder,Dwight Powell,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Jameer Nelson+Rajon Rondo,2014-12-18,Jameer Nelson,Rajon Rondo,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Dwight Powell+Jameer Nelson,2014-12-18,Jameer Nelson,Dwight Powell,"['Celtics', 'Mavericks']",True,False
2014-12-18_Celtics_Mavericks=Guerschon Yabusele+Rajon Rondo,2014-12-18,Guerschon Yabusele,Rajon Rondo,"['Celtics', 'Mavericks']",True,True
2014-12-18_Celtics_Mavericks=Dwight Powell+Guerschon Yabusele,2014-12-18,Guerschon Yabusele,Dwight Powell,"['Celtics', 'Mavericks']",True,True
2014-12-18_Celtics_Mavericks=Demetrius Jackson+Rajon Rondo,2014-12-18,Demetrius Jackson,Rajon Rondo,"['Celtics', 'Mavericks']",True,True
2014-12-18_Celtics_Mavericks=Demetrius Jackson+Dwight Powell,2014-12-18,Demetrius Jackson,Dwight Powell,"['Celtics', 'Mavericks']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Alexey Shved+Ronny Turiaf,2014-12-19,Ronny Turiaf,Alexey Shved,"['Timberwolves', '76ers', 'Rockets']",True,False
2014-12-19_76ers_Rockets_Timberwolves=Alexey Shved+Sergei Lishchuk,2014-12-19,Sergei Lishchuk,Alexey Shved,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Alexey Shved+J.P. Tokoto,2014-12-19,J.P. Tokoto,Alexey Shved,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Corey Brewer+Troy Daniels,2014-12-19,Corey Brewer,Troy Daniels,"['Timberwolves', '76ers', 'Rockets']",True,False
2014-12-19_76ers_Rockets_Timberwolves=Corey Brewer+Sergei Lishchuk,2014-12-19,Corey Brewer,Sergei Lishchuk,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Corey Brewer+J.P. Tokoto,2014-12-19,Corey Brewer,J.P. Tokoto,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Corey Brewer+Rakeem Christmas,2014-12-19,Corey Brewer,Rakeem Christmas,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Alexey Shved+Troy Daniels,2014-12-19,Alexey Shved,Troy Daniels,"['Timberwolves', '76ers', 'Rockets']",True,False
2014-12-19_76ers_Rockets_Timberwolves=Alexey Shved+Rakeem Christmas,2014-12-19,Alexey Shved,Rakeem Christmas,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-19_76ers_Rockets_Timberwolves=Ronny Turiaf+Troy Daniels,2014-12-19,Troy Daniels,Ronny Turiaf,"['Timberwolves', '76ers', 'Rockets']",True,False
2014-12-19_76ers_Rockets_Timberwolves=Rakeem Christmas+Ronny Turiaf,2014-12-19,Rakeem Christmas,Ronny Turiaf,"['Timberwolves', '76ers', 'Rockets']",True,True
2014-12-24_Pistons_Suns=Anthony Tolliver+Tony Mitchell (LaShae),2014-12-24,Anthony Tolliver,Tony Mitchell (LaShae),"['Pistons', 'Suns']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Dion Waiters+J.R. Smith,2015-01-05,J.R. Smith,Dion Waiters,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=J.R. Smith+Lou Amundson,2015-01-05,J.R. Smith,Lou Amundson,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Alex Kirk+J.R. Smith,2015-01-05,J.R. Smith,Alex Kirk,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Carsen Edwards+J.R. Smith,2015-01-05,J.R. Smith,Carsen Edwards,"['Thunder', 'Cavaliers', 'Knicks']",True,True
2015-01-05_Cavaliers_Knicks_Thunder=Dion Waiters+Iman Shumpert,2015-01-05,Iman Shumpert,Dion Waiters,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Iman Shumpert+Lou Amundson,2015-01-05,Iman Shumpert,Lou Amundson,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Alex Kirk+Iman Shumpert,2015-01-05,Iman Shumpert,Alex Kirk,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Carsen Edwards+Iman Shumpert,2015-01-05,Iman Shumpert,Carsen Edwards,"['Thunder', 'Cavaliers', 'Knicks']",True,True
2015-01-05_Cavaliers_Knicks_Thunder=Dion Waiters+Furkan Korkmaz,2015-01-05,Furkan Korkmaz,Dion Waiters,"['Thunder', 'Cavaliers', 'Knicks']",True,True
2015-01-05_Cavaliers_Knicks_Thunder=Furkan Korkmaz+Lou Amundson,2015-01-05,Furkan Korkmaz,Lou Amundson,"['Thunder', 'Cavaliers', 'Knicks']",True,True
2015-01-05_Cavaliers_Knicks_Thunder=Alex Kirk+Furkan Korkmaz,2015-01-05,Furkan Korkmaz,Alex Kirk,"['Thunder', 'Cavaliers', 'Knicks']",True,True
2015-01-05_Cavaliers_Knicks_Thunder=Carsen Edwards+Furkan Korkmaz,2015-01-05,Furkan Korkmaz,Carsen Edwards,"['Thunder', 'Cavaliers', 'Knicks']",False,True
2015-01-05_Cavaliers_Knicks_Thunder=J.R. Smith+Lance Thomas,2015-01-05,Lance Thomas,J.R. Smith,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Iman Shumpert+Lance Thomas,2015-01-05,Lance Thomas,Iman Shumpert,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-05_Cavaliers_Knicks_Thunder=Dion Waiters+Lance Thomas,2015-01-05,Dion Waiters,Lance Thomas,"['Thunder', 'Cavaliers', 'Knicks']",True,False
2015-01-07_Cavaliers_Nuggets=Furkan Korkmaz+Timofey Mozgov,2015-01-07,Timofey Mozgov,Furkan Korkmaz,"['Cavaliers', 'Nuggets']",True,True
2015-01-07_Cavaliers_Nuggets=Harry Giles III+Timofey Mozgov,2015-01-07,Timofey Mozgov,Harry Giles III,"['Cavaliers', 'Nuggets']",True,True
2015-01-07_Cavaliers_Nuggets=Dom Pointer+Furkan Korkmaz,2015-01-07,Dom Pointer,Furkan Korkmaz,"['Cavaliers', 'Nuggets']",False,True
2015-01-07_Cavaliers_Nuggets=Dom Pointer+Harry Giles III,2015-01-07,Dom Pointer,Harry Giles III,"['Cavaliers', 'Nuggets']",False,True
2015-01-07_76ers_Clippers=Jared Cunningham+Sergei Lishchuk,2015-01-07,Jared Cunningham,Sergei Lishchuk,"['76ers', 'Clippers']",True,True
2015-01-07_76ers_Clippers=Cenk Akyol+Sergei Lishchuk,2015-01-07,Cenk Akyol,Sergei Lishchuk,"['76ers', 'Clippers']",False,True
2015-01-09_Celtics_Suns=Brandan Wright+Semi Ojeleye,2015-01-09,Semi Ojeleye,Brandan Wright,"['Celtics', 'Suns']",True,True
2015-01-12_Celtics_Grizzlies_Pelicans=Jeff Green+Tayshaun Prince,2015-01-12,Tayshaun Prince,Jeff Green,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Austin Rivers+Jeff Green,2015-01-12,Austin Rivers,Jeff Green,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Aaron Nesmith+Jeff Green,2015-01-12,Aaron Nesmith,Jeff Green,"['Pelicans', 'Celtics', 'Grizzlies']",True,True
2015-01-12_Celtics_Grizzlies_Pelicans=Jeff Green+Quincy Pondexter,2015-01-12,Jeff Green,Quincy Pondexter,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Branden Dawson+Jeff Green,2015-01-12,Jeff Green,Branden Dawson,"['Pelicans', 'Celtics', 'Grizzlies']",True,True
2015-01-12_Celtics_Grizzlies_Pelicans=Russ Smith+Tayshaun Prince,2015-01-12,Russ Smith,Tayshaun Prince,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Quincy Pondexter+Russ Smith,2015-01-12,Russ Smith,Quincy Pondexter,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Aaron Nesmith+Russ Smith,2015-01-12,Russ Smith,Aaron Nesmith,"['Pelicans', 'Celtics', 'Grizzlies']",True,True
2015-01-12_Celtics_Grizzlies_Pelicans=Branden Dawson+Russ Smith,2015-01-12,Russ Smith,Branden Dawson,"['Pelicans', 'Celtics', 'Grizzlies']",True,True
2015-01-12_Celtics_Grizzlies_Pelicans=Austin Rivers+Quincy Pondexter,2015-01-12,Quincy Pondexter,Austin Rivers,"['Pelicans', 'Celtics', 'Grizzlies']",True,False
2015-01-12_Celtics_Grizzlies_Pelicans=Austin Rivers+Branden Dawson,2015-01-12,Branden Dawson,Austin Rivers,"['Pelicans', 'Celtics', 'Grizzlies']",True,True
2015-01-13_Celtics_Nuggets=Jameer Nelson+Nate Robinson,2015-01-13,Nate Robinson,Jameer Nelson,"['Celtics', 'Nuggets']",True,False
2015-01-15_Celtics_Clippers_Suns=Austin Rivers+Chris Douglas-Roberts,2015-01-15,Chris Douglas-Roberts,Austin Rivers,"['Suns', 'Celtics', 'Clippers']",True,False
2015-01-15_Celtics_Clippers_Suns=Austin Rivers+Shavlik Randolph,2015-01-15,Shavlik Randolph,Austin Rivers,"['Suns', 'Celtics', 'Clippers']",True,False
2015-01-15_Celtics_Clippers_Suns=Austin Rivers+Jabari Bird,2015-01-15,Jabari Bird,Austin Rivers,"['Suns', 'Celtics', 'Clippers']",True,True
2015-01-15_Celtics_Clippers_Suns=Austin Rivers+Reggie Bullock,2015-01-15,Austin Rivers,Reggie Bullock,"['Suns', 'Celtics', 'Clippers']",True,False
2015-01-15_Celtics_Clippers_Suns=Reggie Bullock+Shavlik Randolph,2015-01-15,Reggie Bullock,Shavlik Randolph,"['Suns', 'Celtics', 'Clippers']",True,False
2015-02-10_Hawks_Timberwolves=Adreian Payne+Kevin Huerter,2015-02-10,Kevin Huerter,Adreian Payne,"['Hawks', 'Timberwolves']",True,True
2015-02-10_Hornets_Timberwolves=Gary Neal+Mo Williams,2015-02-10,Mo Williams,Gary Neal,"['Hornets', 'Timberwolves']",True,False
2015-02-10_Hornets_Timberwolves=Jaylen Nowell+Mo Williams,2015-02-10,Mo Williams,Jaylen Nowell,"['Hornets', 'Timberwolves']",True,True
2015-02-10_Hornets_Timberwolves=Gary Neal+Troy Daniels,2015-02-10,Troy Daniels,Gary Neal,"['Hornets', 'Timberwolves']",True,False
2015-02-10_Hornets_Timberwolves=Jaylen Nowell+Troy Daniels,2015-02-10,Troy Daniels,Jaylen Nowell,"['Hornets', 'Timberwolves']",True,True
2015-02-19_76ers_Rockets=Isaiah Canaan+K.J. McDaniels,2015-02-19,Isaiah Canaan,K.J. McDaniels,"['76ers', 'Rockets']",True,False
2015-02-19_76ers_Rockets=K.J. McDaniels+Richaun Holmes,2015-02-19,Richaun Holmes,K.J. McDaniels,"['76ers', 'Rockets']",True,True
2015-02-19_76ers_Nuggets=Cenk Akyol+JaVale McGee,2015-02-19,JaVale McGee,Cenk Akyol,"['76ers', 'Nuggets']",True,True
2015-02-19_76ers_Nuggets=Cenk Akyol+Chu Chu Maduabum,2015-02-19,Chu Chu Maduabum,Cenk Akyol,"['76ers', 'Nuggets']",False,True
2015-02-19_76ers_Nuggets=Cenk Akyol+Furkan Korkmaz,2015-02-19,Furkan Korkmaz,Cenk Akyol,"['76ers', 'Nuggets']",False,True
2015-02-19_Blazers_Nuggets=Arron Afflalo+Will Barton,2015-02-19,Arron Afflalo,Will Barton,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Arron Afflalo+Victor Claver,2015-02-19,Arron Afflalo,Victor Claver,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Arron Afflalo+Thomas Robinson,2015-02-19,Arron Afflalo,Thomas Robinson,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Arron Afflalo+Malik Beasley,2015-02-19,Arron Afflalo,Malik Beasley,"['Blazers', 'Nuggets']",True,True
2015-02-19_Blazers_Nuggets=Alonzo Gee+Will Barton,2015-02-19,Alonzo Gee,Will Barton,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Alonzo Gee+Victor Claver,2015-02-19,Alonzo Gee,Victor Claver,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Alonzo Gee+Thomas Robinson,2015-02-19,Alonzo Gee,Thomas Robinson,"['Blazers', 'Nuggets']",True,False
2015-02-19_Blazers_Nuggets=Alonzo Gee+Malik Beasley,2015-02-19,Alonzo Gee,Malik Beasley,"['Blazers', 'Nuggets']",True,True
2015-02-19_Celtics_Suns=Isaiah Thomas+Marcus Thornton (T.),2015-02-19,Isaiah Thomas,Marcus Thornton (T.),"['Celtics', 'Suns']",True,False
2015-02-19_Celtics_Suns=Isaiah Thomas+Skal Labissiere,2015-02-19,Isaiah Thomas,Skal Labissiere,"['Celtics', 'Suns']",True,True
2015-02-19_Celtics_Pistons=Gigi Datome+Tayshaun Prince,2015-02-19,Gigi Datome,Tayshaun Prince,"['Celtics', 'Pistons']",True,False
2015-02-19_Celtics_Pistons=Jonas Jerebko+Tayshaun Prince,2015-02-19,Jonas Jerebko,Tayshaun Prince,"['Celtics', 'Pistons']",True,False
2015-02-19_Kings_Wizards=Andre Miller+Ramon Sessions,2015-02-19,Andre Miller,Ramon Sessions,"['Kings', 'Wizards']",True,False
2015-02-19_Knicks_Rockets=Alexey Shved+Pablo Prigioni,2015-02-19,Alexey Shved,Pablo Prigioni,"['Knicks', 'Rockets']",True,False
2015-02-19_Knicks_Rockets=Ognjen Jaramaz+Pablo Prigioni,2015-02-19,Ognjen Jaramaz,Pablo Prigioni,"['Knicks', 'Rockets']",True,True
2015-02-19_Knicks_Rockets=Kyle Guy+Pablo Prigioni,2015-02-19,Kyle Guy,Pablo Prigioni,"['Knicks', 'Rockets']",True,True
2015-02-19_Nets_Timberwolves=Kevin Garnett+Thaddeus Young,2015-02-19,Thaddeus Young,Kevin Garnett,"['Nets', 'Timberwolves']",True,False
2015-02-19_76ers_Bucks_Suns=Michael Carter-Williams+Mikal Bridges,2015-02-19,Mikal Bridges,Michael Carter-Williams,"['Suns', '76ers', 'Bucks']",True,True
2015-02-19_76ers_Bucks_Suns=Brandon Knight+Michael Carter-Williams,2015-02-19,Michael Carter-Williams,Brandon Knight,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Kendall Marshall+Michael Carter-Williams,2015-02-19,Michael Carter-Williams,Kendall Marshall,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Brandon Knight+Tyler Ennis,2015-02-19,Tyler Ennis,Brandon Knight,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Kendall Marshall+Tyler Ennis,2015-02-19,Tyler Ennis,Kendall Marshall,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Brandon Knight+Miles Plumlee,2015-02-19,Miles Plumlee,Brandon Knight,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Kendall Marshall+Miles Plumlee,2015-02-19,Miles Plumlee,Kendall Marshall,"['Suns', '76ers', 'Bucks']",True,False
2015-02-19_76ers_Bucks_Suns=Brandon Knight+Mikal Bridges,2015-02-19,Brandon Knight,Mikal Bridges,"['Suns', '76ers', 'Bucks']",True,True
2015-02-19_76ers_Bucks_Suns=Kendall Marshall+Mikal Bridges,2015-02-19,Kendall Marshall,Mikal Bridges,"['Suns', '76ers', 'Bucks']",True,True
2015-02-19_Heat_Pelicans_Suns=Danny Granger+Goran Dragic,2015-02-19,Goran Dragic,Danny Granger,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+Norris Cole (Gene),2015-02-19,Goran Dragic,Norris Cole (Gene),"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+Justin Hamilton (Anthony),2015-02-19,Goran Dragic,Justin Hamilton (Anthony),"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+Shawne Williams,2015-02-19,Goran Dragic,Shawne Williams,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+Zhaire Smith,2015-02-19,Goran Dragic,Zhaire Smith,"['Suns', 'Heat', 'Pelicans']",True,True
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+Tre Mann,2015-02-19,Goran Dragic,Tre Mann,"['Suns', 'Heat', 'Pelicans']",True,True
2015-02-19_Heat_Pelicans_Suns=Danny Granger+Zoran Dragic,2015-02-19,Zoran Dragic,Danny Granger,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Norris Cole (Gene)+Zoran Dragic,2015-02-19,Zoran Dragic,Norris Cole (Gene),"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Justin Hamilton (Anthony)+Zoran Dragic,2015-02-19,Zoran Dragic,Justin Hamilton (Anthony),"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Shawne Williams+Zoran Dragic,2015-02-19,Zoran Dragic,Shawne Williams,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Zhaire Smith+Zoran Dragic,2015-02-19,Zoran Dragic,Zhaire Smith,"['Suns', 'Heat', 'Pelicans']",True,True
2015-02-19_Heat_Pelicans_Suns=Tre Mann+Zoran Dragic,2015-02-19,Zoran Dragic,Tre Mann,"['Suns', 'Heat', 'Pelicans']",True,True
2015-02-19_Heat_Pelicans_Suns=John Salmons+Norris Cole (Gene),2015-02-19,Norris Cole (Gene),John Salmons,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=John Salmons+Justin Hamilton (Anthony),2015-02-19,Justin Hamilton (Anthony),John Salmons,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=John Salmons+Shawne Williams,2015-02-19,Shawne Williams,John Salmons,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=Goran Dragic+John Salmons,2015-02-19,John Salmons,Goran Dragic,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Heat_Pelicans_Suns=John Salmons+Zoran Dragic,2015-02-19,John Salmons,Zoran Dragic,"['Suns', 'Heat', 'Pelicans']",True,False
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Grant Jerrett,2015-02-19,Grant Jerrett,Enes Freedom,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Grant Jerrett+Steve Novak,2015-02-19,Grant Jerrett,Steve Novak,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Kendrick Perkins,2015-02-19,Kendrick Perkins,Enes Freedom,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Kendrick Perkins+Steve Novak,2015-02-19,Kendrick Perkins,Steve Novak,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Tibor Pleiss,2015-02-19,Tibor Pleiss,Enes Freedom,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Steve Novak+Tibor Pleiss,2015-02-19,Tibor Pleiss,Steve Novak,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Thomas Bryant,2015-02-19,Thomas Bryant,Enes Freedom,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Steve Novak+Thomas Bryant,2015-02-19,Thomas Bryant,Steve Novak,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Josh Okogie,2015-02-19,Josh Okogie,Enes Freedom,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Josh Okogie+Steve Novak,2015-02-19,Josh Okogie,Steve Novak,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=D.J. Augustin+Reggie Jackson (Shon),2015-02-19,Reggie Jackson (Shon),D.J. Augustin,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Kyle Singler+Reggie Jackson (Shon),2015-02-19,Reggie Jackson (Shon),Kyle Singler,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Reggie Jackson (Shon)+Thomas Bryant,2015-02-19,Reggie Jackson (Shon),Thomas Bryant,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Isaiah Roby+Reggie Jackson (Shon),2015-02-19,Reggie Jackson (Shon),Isaiah Roby,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=D.J. Augustin+Kendrick Perkins,2015-02-19,D.J. Augustin,Kendrick Perkins,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=D.J. Augustin+Grant Jerrett,2015-02-19,D.J. Augustin,Grant Jerrett,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=D.J. Augustin+Tibor Pleiss,2015-02-19,D.J. Augustin,Tibor Pleiss,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=D.J. Augustin+Josh Okogie,2015-02-19,D.J. Augustin,Josh Okogie,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Enes Freedom+Reggie Jackson (Shon),2015-02-19,Enes Freedom,Reggie Jackson (Shon),"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Reggie Jackson (Shon)+Steve Novak,2015-02-19,Steve Novak,Reggie Jackson (Shon),"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Kendrick Perkins+Kyle Singler,2015-02-19,Kyle Singler,Kendrick Perkins,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Grant Jerrett+Kyle Singler,2015-02-19,Kyle Singler,Grant Jerrett,"['Thunder', 'Jazz', 'Pistons']",True,False
2015-02-19_Jazz_Pistons_Thunder=Kyle Singler+Tibor Pleiss,2015-02-19,Kyle Singler,Tibor Pleiss,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Josh Okogie+Kyle Singler,2015-02-19,Kyle Singler,Josh Okogie,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Isaiah Roby+Kendrick Perkins,2015-02-19,Isaiah Roby,Kendrick Perkins,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Grant Jerrett+Isaiah Roby,2015-02-19,Isaiah Roby,Grant Jerrett,"['Thunder', 'Jazz', 'Pistons']",True,True
2015-02-19_Jazz_Pistons_Thunder=Isaiah Roby+Tibor Pleiss,2015-02-19,Isaiah Roby,Tibor Pleiss,"['Thunder', 'Jazz', 'Pistons']",False,True
2015-02-19_Jazz_Pistons_Thunder=Isaiah Roby+Josh Okogie,2015-02-19,Isaiah Roby,Josh Okogie,"['Thunder', 'Jazz', 'Pistons']",False,True
2015-06-11_Bucks_Pistons=Caron Butler+Ersan Ilyasova,2015-06-11,Caron Butler,Ersan Ilyasova,"['Bucks', 'Pistons']",True,False
2015-06-11_Bucks_Pistons=Ersan Ilyasova+Shawne Williams,2015-06-11,Shawne Williams,Ersan Ilyasova,"['Bucks', 'Pistons']",True,False
2015-06-15_Clippers_Hornets=Lance Stephenson+Spencer Hawes,2015-06-15,Lance Stephenson,Spencer Hawes,"['Clippers', 'Hornets']",True,False
2015-06-15_Clippers_Hornets=Lance Stephenson+Matt Barnes,2015-06-15,Lance Stephenson,Matt Barnes,"['Clippers', 'Hornets']",True,False
2015-06-24_Blazers_Hornets=Gerald Henderson Jr.+Nicolas Batum,2015-06-24,Gerald Henderson Jr.,Nicolas Batum,"['Blazers', 'Hornets']",True,False
2015-06-24_Blazers_Hornets=Nicolas Batum+Noah Vonleh,2015-06-24,Noah Vonleh,Nicolas Batum,"['Blazers', 'Hornets']",True,False
2015-06-24_Grizzlies_Magic=Janis Timma+Luke Ridnour,2015-06-24,Luke Ridnour,Janis Timma,"['Grizzlies', 'Magic']",True,True
